PROD_ID;EAN;NOME;FABRICANTE;MARCA;CATEGORIA;PESO_UNITARIO;CLASIFICACAO_1;CLASIFICACAO_2;CLASIFICACAO_3;CLASIFICACAO_4;CLASIFICACAO_5;CLASIFICACAO_6;CLASIFICACAO_7;CLASIFICACAO_8;CLASIFICACAO_9;CLASIFICACAO_10;EST_MER_1;EST_MER_2;EST_MER_3;EST_MER_4;EST_MER_5;EST_MER_6;EST_MER_7;EST_MER_8;EST_MER_9;EST_MER_10;EST_MER_ID;CONTEUD_PACK;EAN_CONTEUDO
1947;9,18556E+12;Hefty Scorn Refrigerante Maracujá Diet 2,5L;Kuphal and Sons;Hefty Scorn;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;MARACUJÁ;2,5L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;9,18556E+12
1948;9,23724E+12;Trusting Making Refrigerante Maracujá Diet 3L;McLaughlin, Leffler and Rutherford;Trusting Making;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;MARACUJÁ;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;9,23724E+12
1949;7,10814E+12;Awful Labourer Refrigerante Cola Zero 2,5L;Lynch and Sons;Awful Labourer;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;COM CAFEÍNA;SABOR ARTIFICIAL;COLA;2,5L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;7,10814E+12
1950;1,17738E+12;Yellow Babushka Refrigerante Uva Light 350ML pack;Harris, Wolff and Mann;Yellow Babushka;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;PACK;SEM CAFEÍNA;SABOR NATURAL;UVA;350ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;6;1,17738E+12
1951;8,60655E+12;Rough Approach Refrigerante Maracujá Diet 2L;Lowe - Wilkinson;Rough Approach;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;MARACUJÁ;2L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;8,60655E+12
1952;5,06208E+12;Mushy Fun Refrigerante Maracujá Diet 600ML;Schmeler, Kuphal and Rippin;Mushy Fun;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;MARACUJÁ;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;5,06208E+12
1953;3,0073E+12;Earnest Starboard Refrigerante Maracujá Tradicional 2,5L;Oberbrunner - Russel;Earnest Starboard;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;MARACUJÁ;2,5L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,0073E+12
1954;8,28365E+12;Common Sticker Refrigerante Abacaxi Zero 600ML;O'Conner, Crist and Wolf;Common Sticker;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;ABACAXI;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;8,28365E+12
1955;2,17535E+12;Lustrous Ribbon Refrigerante Cola Diet 2,5L;Windler, Smitham and Koss;Lustrous Ribbon;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;COM CAFEÍNA;SABOR NATURAL;COLA;2,5L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;2,17535E+12
1956;3,01421E+12;Ill-fated Nun Refrigerante Cola Tradicional 2L;O'Kon - Orn;Ill-fated Nun;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;PET;UN;COM CAFEÍNA;SABOR NATURAL;COLA;2L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,01421E+12
1957;3,6834E+12;Livid Drive Refrigerante Limão Diet 350ML;Rempel Inc;Livid Drive;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LIMÃO;350ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,6834E+12
1958;7,1085E+12;Posh Provision Refrigerante Uva Diet 2,5L;Blick - Beatty;Posh Provision;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;UVA;2,5L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;7,1085E+12
1959;7,9145E+12;Tough Negotiation Refrigerante Laranja Diet 3L;Walker, Morissette and Hoppe;Tough Negotiation;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LARANJA;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;7,9145E+12
1960;1,64867E+12;Tasty Squid Refrigerante Uva Diet 350ML;Lynch, Watsica and Predovic;Tasty Squid;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;UVA;350ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;1,64867E+12
1961;4,4315E+12;Distant Disadvantage Refrigerante Cola Light 3L;Bode - Stroman;Distant Disadvantage;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;COM CAFEÍNA;SABOR ARTIFICIAL;COLA;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;4,4315E+12
1962;1,97561E+12;Finished Bonfire Refrigerante Cola Diet 2L;Altenwerth, Hayes and Runte;Finished Bonfire;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;COM CAFEÍNA;SABOR ARTIFICIAL;COLA;2L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;1,97561E+12
1963;3,35566E+12;Wrong Plugin Refrigerante Limão Zero 269ML;Larson and Sons;Wrong Plugin;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LIMÃO;269ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,35566E+12
1964;4,23051E+12;Scornful Bookend Refrigerante Laranja Diet 350ML;Pacocha Inc;Scornful Bookend;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LARANJA;350ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;4,23051E+12
1965;6,31079E+12;Chilly Recommendation Refrigerante Uva Zero 350ML;Kling, Wolff and Nicolas;Chilly Recommendation;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;UVA;350ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;6,31079E+12
1966;4,18952E+12;Clueless Barracks Refrigerante Laranja Tradicional 2L;Haley - Pagac;Clueless Barracks;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;LARANJA;2L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;4,18952E+12
1967;1,11477E+12;Tough Negotiation Refrigerante Laranja Tradicional 600ML;Walker, Morissette and Hoppe;Tough Negotiation;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LARANJA;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;1,11477E+12
1968;3,42289E+12;Triangular Widow Refrigerante Abacaxi Light 2L;Conroy and Sons;Triangular Widow;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;ABACAXI;2L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,42289E+12
1969;8,91493E+12;Mature Hutch Refrigerante Maracujá Tradicional 350ML;Harris, Wolff and Mann;Mature Hutch;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;MARACUJÁ;350ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;8,91493E+12
1970;8,95692E+12;Courageous Nucleotidase Refrigerante Abacaxi Zero 1L;O'Conner, Reynolds and Brown;Courageous Nucleotidase;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;ABACAXI;1L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;8,95692E+12
1971;4,80003E+12;Lawful Slime Refrigerante Abacaxi Zero 350ML;Oberbrunner - Russel;Lawful Slime;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;ABACAXI;350ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;4,80003E+12
1972;5,68815E+12;Fair Emergent Refrigerante Uva Light 2,5L;Franey - Effertz;Fair Emergent;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;UVA;2,5L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;5,68815E+12
1973;7,29677E+12;Specific Marten Refrigerante Laranja Zero 1L;Rowe, Collier and Stracke;Specific Marten;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LARANJA;1L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;7,29677E+12
1974;9,4092E+12;Optimistic Pupil Refrigerante Abacaxi Light 2L;O'Kon LLC;Optimistic Pupil;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;ABACAXI;2L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;9,4092E+12
1975;5,95846E+12;Physical Tennis Refrigerante Guaraná Zero 1L;Fritsch - Bauch;Physical Tennis;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;GUARANÁ;1L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;5,95846E+12
1976;3,74626E+12;Compassionate Outset Refrigerante Cola Tradicional 3L;Murray and Sons;Compassionate Outset;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;PET;UN;COM CAFEÍNA;SABOR ARTIFICIAL;COLA;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,74626E+12
1977;8,5497E+12;Royal Whack Refrigerante Guaraná Tradicional 3L;D'Amore and Sons;Royal Whack;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;GUARANÁ;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;8,5497E+12
1978;2,94483E+12;Silky Forgery Refrigerante Limão Diet 3L;Rodriguez Group;Silky Forgery;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;LIMÃO;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;2,94483E+12
1979;6,40715E+12;Tough Negotiation Refrigerante Maracujá Diet 269ML;Walker, Morissette and Hoppe;Tough Negotiation;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR NATURAL;MARACUJÁ;269ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;6,40715E+12
1980;6,388E+12;Purple Provision Refrigerante Limão Zero 1L;Franey - Effertz;Purple Provision;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;LIMÃO;1L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;6,388E+12
1981;2,93874E+12;Muddy Pharmacopoeia Refrigerante Maracujá Zero 269ML;Davis - Kiehn;Muddy Pharmacopoeia;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR NATURAL;MARACUJÁ;269ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;2,93874E+12
1982;5,11304E+12;Nervous Footrest Refrigerante Uva Light 350ML;Schuppe, Botsford and Keebler;Nervous Footrest;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;UVA;350ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;5,11304E+12
1983;3,07306E+12;Physical Bend Refrigerante Limão Light 600ML;O'Kon - Orn;Physical Bend;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LIMÃO;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,07306E+12
1984;2,38673E+12;Posh Provision Refrigerante Limão Tradicional 1L;Blick - Beatty;Posh Provision;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;LIMÃO;1L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;2,38673E+12
1985;2,60673E+12;Amused Punctuation Refrigerante Limão Tradicional 3L;Kub - Bayer;Amused Punctuation;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;LIMÃO;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;2,60673E+12
1986;2,33965E+12;Worst Swing Refrigerante Uva Light 350ML pack;Ward - Corkery;Worst Swing;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;PACK;SEM CAFEÍNA;SABOR NATURAL;UVA;350ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;6;2,33965E+12
1987;1,2657E+12;Impractical Guidance Refrigerante Uva Light 269ML;Dickinson Inc;Impractical Guidance;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;UVA;269ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;1,2657E+12
1988;7,37712E+12;Fair Technologist Refrigerante Guaraná Tradicional 600ML;Larson, Tromp and Roberts;Fair Technologist;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;GUARANÁ;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;7,37712E+12
1989;9,1152E+12;Messy Devil Refrigerante Abacaxi Light 2L;Crist - Smith;Messy Devil;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;ABACAXI;2L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;9,1152E+12
1990;3,20658E+12;Worst Swing Refrigerante Uva Zero 3L;Ward - Corkery;Worst Swing;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;UVA;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,20658E+12
1991;7,08879E+12;Fragrant Habit Refrigerante Laranja Zero 269ML;Moore - MacGyver;Fragrant Habit;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;LATA;UN;SEM CAFEÍNA;SABOR NATURAL;LARANJA;269ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;7,08879E+12
1992;6,09661E+12;Fragrant Habit Refrigerante Uva Light 3L;Moore - MacGyver;Fragrant Habit;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;UVA;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;6,09661E+12
1993;8,2467E+12;Dual Following Refrigerante Uva Zero 1L;Heidenreich, Feil and Goodwin;Dual Following;Refrigerantes;1000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;UVA;1L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;8,2467E+12
1994;3,05887E+12;Lumbering Saw Refrigerante Abacaxi Light 3L;Rowe - Buckridge;Lumbering Saw;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;ABACAXI;3L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,05887E+12
1995;7,50668E+12;Foolhardy Octave Refrigerante Maracujá Light 600ML;Wisoky, Leannon and Bashirian;Foolhardy Octave;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;MARACUJÁ;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;7,50668E+12
1996;4,19386E+12;Glossy Expansion Refrigerante Limão Light 600ML;Moore - MacGyver;Glossy Expansion;Refrigerantes;250;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;LIMÃO;600ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;4,19386E+12
1997;3,41574E+12;Tight Cantaloupe Refrigerante Laranja Light 1L;Rath, Barrows and Bailey;Tight Cantaloupe;Refrigerantes;2000;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR NATURAL;LARANJA;1L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,41574E+12
1998;3,8066E+12;Blue Dependency Refrigerante Cola Tradicional 350ML;Douglas - Rosenbaum;Blue Dependency;Refrigerantes;350;BEBIDA;C/ GAS;S/ ALCOOL;C/ AÇUCAR;LATA;UN;COM CAFEÍNA;SABOR ARTIFICIAL;COLA;350ML;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;3,8066E+12
1999;9,65128E+12;Slushy Lieu Refrigerante Maracujá Diet 2,5L;Gottlieb Inc;Slushy Lieu;Refrigerantes;500;BEBIDA;C/ GAS;S/ ALCOOL;S/ AÇUCAR;PET;UN;SEM CAFEÍNA;SABOR ARTIFICIAL;MARACUJÁ;2,5L;Raiz;DATA EXCELLENCE;BEBIDAS;NAO-ALCOOLICAS;NAO-ALCOOLICOS;SABORIZADOS;REFRIGERANTE;Por Defecto;Por Defecto;Por Defecto;.3.2.2.2.5;;9,65128E+12
